time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2021-01-10T12:00:00Z,0.0,33.1125,-119.80000000000001,0.8726602
2021-01-10T12:00:00Z,0.0,33.1125,-119.7875,0.83155584
2021-01-10T12:00:00Z,0.0,33.1125,-119.775,0.94143295
2021-01-10T12:00:00Z,0.0,33.1125,-119.76249999999999,0.98680985
2021-01-10T12:00:00Z,0.0,33.1125,-119.75,1.0410471
2021-01-10T12:00:00Z,0.0,33.1125,-119.73750000000001,1.1013939
2021-01-10T12:00:00Z,0.0,33.1125,-119.725,1.1153452
2021-01-10T12:00:00Z,0.0,33.1125,-119.7125,1.1949921
2021-01-10T12:00:00Z,0.0,33.1125,-119.69999999999999,1.3088456
2021-01-10T12:00:00Z,0.0,33.1125,-119.6875,1.63064
2021-01-10T12:00:00Z,0.0,33.1125,-119.67500000000001,2.1122136
2021-01-10T12:00:00Z,0.0,33.1125,-119.6625,2.3984084
2021-01-10T12:00:00Z,0.0,33.1125,-119.65,2.3900533
2021-01-10T12:00:00Z,0.0,33.1125,-119.63749999999999,2.7954297
2021-01-10T12:00:00Z,0.0,33.1125,-119.625,3.3816042
2021-01-10T12:00:00Z,0.0,33.1125,-119.61250000000001,3.2623577
2021-01-10T12:00:00Z,0.0,33.1125,-119.6,2.9602096
2021-01-10T12:00:00Z,0.0,33.1125,-119.5875,3.0723267
2021-01-10T12:00:00Z,0.0,33.1125,-119.57499999999999,3.2864487
2021-01-10T12:00:00Z,0.0,33.1125,-119.5625,3.2726307
2021-01-10T12:00:00Z,0.0,33.1125,-119.55000000000001,3.0584092
2021-01-10T12:00:00Z,0.0,33.1125,-119.5375,3.8647943
2021-01-10T12:00:00Z,0.0,33.1125,-119.525,3.9849007
2021-01-10T12:00:00Z,0.0,33.1125,-119.51249999999999,4.049042
2021-01-10T12:00:00Z,0.0,33.1125,-119.5,3.181489
2021-01-10T12:00:00Z,0.0,33.1125,-119.48750000000001,2.6900744
2021-01-10T12:00:00Z,0.0,33.1125,-119.475,2.8207035
2021-01-10T12:00:00Z,0.0,33.1125,-119.4625,3.2443504
2021-01-10T12:00:00Z,0.0,33.1125,-119.44999999999999,4.01423
2021-01-10T12:00:00Z,0.0,33.1125,-119.4375,4.2753572
